Especialidad,Sector,Dia,ceit
1,1,118,1549
1,1,119,1729
1,1,120,1616
1,1,121,1635
1,1,122,1501
1,1,123,1774
1,1,124,1586
1,1,125,1454
1,1,126,1564
1,1,127,1212
1,1,128,1381
1,1,129,1596
1,1,130,1374
1,1,131,1571
1,1,132,1457
1,1,133,1281
1,1,134,1379
1,1,135,1542
1,1,136,1555
1,1,137,1545
1,1,138,1592
1,1,139,1591
1,1,140,1459
1,1,141,1738
1,1,142,1421
1,1,143,1462
1,1,144,1735
1,1,145,1684
1,1,146,1622
1,1,147,1260
1,1,148,1752
1,1,149,1629
1,1,150,1799
1,1,151,1290
1,1,152,1721
1,1,153,1297
1,1,154,1569
1,1,155,1274
1,1,156,1709
1,1,157,1684
1,1,158,1541
1,1,159,1444
1,1,160,1242
1,1,161,1618
1,1,162,1472
1,1,163,1633
1,1,164,1720
1,1,165,1785
1,1,166,1713
1,1,167,1207
1,1,168,1416
1,1,169,1638
1,1,170,1303
1,1,171,1513
1,1,172,1233
1,1,173,1320
1,1,174,1211
1,1,175,1676
1,1,176,1334
1,1,177,1407
1,1,178,1757
1,1,179,1623
1,1,180,1219
1,1,181,1299
1,1,182,1573
1,1,183,1546
1,1,184,1343
1,1,185,1761
1,1,186,1568
1,1,187,1521
1,1,188,1554
1,1,189,1638
1,1,190,1387
1,1,191,1439
1,1,192,1326
1,1,193,1312
1,1,194,1767
1,1,195,1644
1,1,196,1494
1,1,197,1336
1,1,198,1353
1,1,199,1235
1,1,200,1461
1,1,201,1387
1,1,202,1618
1,1,203,1427
1,1,204,1308
1,1,205,1215
1,1,206,1240
1,1,207,1608
1,1,208,1472
1,1,209,1522
1,1,210,1738
1,1,211,1794
1,1,212,1330
1,1,213,1598
1,1,214,1358
1,1,215,1212
1,1,216,1655
1,1,217,1392
1,1,218,1430
1,1,219,1553
1,1,220,1699
1,1,221,1577
1,1,222,1724
1,1,223,1364
1,1,224,1679
1,1,225,1311
1,1,226,1772
1,1,227,1612
1,1,228,1329
1,1,229,1768
1,1,230,1639
1,1,231,1352
1,1,232,1328
1,1,233,1511
1,1,234,1215
1,1,235,1324
1,1,236,1455
1,1,237,1425
1,1,238,1478
1,1,239,1367
1,1,240,1552
1,1,241,1718
1,1,242,1271
1,1,243,1510
1,1,244,1279
1,1,245,1630
1,1,246,1438
1,1,247,1539
1,1,248,1310
1,1,249,1287
1,1,250,1493
1,1,251,1413
1,1,252,1764
1,1,253,1659
1,1,254,1649
1,1,255,1742
1,1,256,1250
1,1,257,1531
1,1,258,1551
1,1,259,1777
1,1,260,1375
1,1,261,1344
1,1,262,1260
1,1,263,1210
1,1,264,1758
1,1,265,1602
1,1,266,1671
1,1,267,1369
1,1,268,1552
1,1,269,1238
1,1,270,1491
1,1,271,1786
1,1,272,1726
1,1,273,1403
1,1,274,1777
1,1,275,1339
1,1,276,1770
1,1,277,1765
1,1,278,1680
1,1,279,1578
1,1,280,1725
1,1,281,1376
1,1,282,1709
1,1,283,1571
1,1,284,1208
1,1,285,1408
1,1,286,1289
1,1,287,1789
1,1,288,1487
1,1,289,1498
1,1,290,1584
1,1,291,1421
1,1,292,1282
1,1,293,1693
1,1,294,1314
1,1,295,1507
1,1,296,1335
1,1,297,1259
1,1,298,1717
1,1,299,1784
1,1,300,1777
1,1,301,1744
1,1,302,1664
1,1,303,1400
1,1,304,1249
1,1,305,1444
1,1,306,1339
1,1,307,1279
1,1,308,1232
1,1,309,1635
1,1,310,1207
1,1,311,1662
1,1,312,1288
1,1,313,1248
1,1,314,1254
1,1,315,1603
1,1,316,1347
1,1,317,1452
1,1,318,1534
1,1,319,1716
1,1,320,1636
1,1,321,1362
1,1,322,1279
1,1,323,1233
1,1,324,1381
1,1,325,1357
1,1,326,1474
1,1,327,1610
1,1,328,1617
1,1,329,1370
1,1,330,1428
1,1,331,1309
1,1,332,1673
1,1,333,1234
1,1,334,1618
1,1,335,1667
1,1,336,1666
1,1,337,1356
1,1,338,1424
1,1,339,1553
1,1,340,1364
1,1,341,1423
1,1,342,1318
1,1,343,1476
1,1,344,1227
1,1,345,1680
1,1,346,1246
1,1,347,1511
1,1,348,1384
1,1,349,1547
1,1,350,1776
1,1,351,1587
1,1,352,1221
1,1,353,1458
1,1,354,1506
1,1,355,1522
1,1,356,1609
1,1,357,1367
1,1,358,1277
1,1,359,1436
1,1,360,1774
1,1,361,1312
1,1,362,1742
1,1,363,1526
1,1,364,1474
1,1,365,1729
1,2,1,2065
1,2,2,2288
1,2,3,2015
1,2,4,2439
1,2,5,2260
1,2,6,2268
1,2,7,1955
1,2,8,2316
1,2,9,2214
1,2,10,1882
1,2,11,1815
1,2,12,2349
1,2,13,2486
1,2,14,2065
1,2,15,2176
1,2,16,2400
1,2,17,2064
1,2,18,2480
1,2,19,2164
1,2,20,2369
1,2,21,2443
1,2,22,2365
1,2,23,1814
1,2,24,2208
1,2,25,2015
1,2,26,1733
1,2,27,2036
1,2,28,1897
1,2,29,2393
1,2,30,1708
1,2,31,2486
1,2,32,1979
1,2,33,1980
1,2,34,1694
1,2,35,1836
1,2,36,2017
1,2,37,2461
1,2,38,1764
1,2,39,2474
1,2,40,2410
1,2,41,2061
1,2,42,1954
1,2,43,1876
1,2,44,2196
1,2,45,1708
1,2,46,1693
1,2,47,2040
1,2,48,1737
1,2,49,1892
1,2,50,1866
1,2,51,1893
1,2,52,1790
1,2,53,1690
1,2,54,1777
1,2,55,2200
1,2,56,2498
1,2,57,2512
1,2,58,2024
1,2,59,1817
1,2,60,2217
1,2,61,2092
1,2,62,2511
1,2,63,1735
1,2,64,2338
1,2,65,1922
1,2,66,1883
1,2,67,2237
1,2,68,1887
1,2,69,2239
1,2,70,2115
1,2,71,2036
1,2,72,2146
1,2,73,1921
1,2,74,2274
1,2,75,2028
1,2,76,1983
1,2,77,2376
1,2,78,2457
1,2,79,1719
1,2,80,1875
1,2,81,1973
1,2,82,2365
1,2,83,2508
1,2,84,2494
1,2,85,2440
1,2,86,1929
1,2,87,2513
1,2,88,1890
1,2,89,1769
1,2,90,2479
1,2,91,1876
1,2,92,2259
1,2,93,1729
1,2,94,2294
1,2,95,2421
1,2,96,1909
1,2,97,1998
1,2,98,1994
1,2,99,2309
1,2,100,1880
1,2,101,1824
1,2,102,2057
1,2,103,1936
1,2,104,2385
1,2,105,1880
1,2,106,2102
1,2,107,2472
1,2,108,2213
1,2,109,2409
1,2,110,2470
1,2,111,2311
1,2,112,2268
1,2,113,2493
1,2,114,2515
1,2,115,2060
1,2,116,1740
1,2,117,1926
1,2,118,1808
1,2,119,2031
1,2,120,1790
1,2,121,2187
1,2,122,2002
1,2,123,2432
1,2,124,2493
1,2,125,2139
1,2,126,1911
1,2,127,2177
1,2,128,2433
1,2,129,2022
1,2,130,2144
1,2,131,1908
1,2,132,2063
1,2,133,2017
1,2,134,1889
1,2,135,2105
1,2,136,1941
1,2,137,1993
1,2,138,2121
1,2,139,2310
1,2,140,1960
1,2,141,2456
1,2,142,2404
1,2,143,1721
1,2,144,1893
1,2,145,2055
1,2,146,1768
1,2,147,1973
1,2,148,2302
1,2,149,2252
1,2,150,2203
1,2,151,2277
1,2,152,1852
1,2,153,1967
1,2,154,2248
1,2,155,2419
1,2,156,2137
1,2,157,1917
1,2,158,1705
1,2,159,2277
1,2,160,1687
1,2,161,1993
1,2,162,2126
1,2,163,2455
1,2,164,1755
1,2,165,2021
1,2,166,1700
1,2,167,1968
1,2,168,2203
1,2,169,1914
1,2,170,1856
1,2,171,1777
1,2,172,2165
1,2,173,2264
1,2,174,2244
1,2,175,2477
1,2,176,1682
1,2,177,2224
1,2,178,2184
1,2,179,2175
1,2,180,2489
1,2,181,1694
1,2,182,2265
1,2,183,2363
1,2,184,2108
1,2,185,1961
1,2,186,2344
1,2,187,1762
1,2,188,2051
1,2,189,2117
1,2,190,2263
1,2,191,1756
1,2,192,1871
1,2,193,2025
1,2,194,2204
1,2,195,2425
1,2,196,2200
1,2,197,1792
1,2,198,2504
1,2,199,2412
1,2,200,2102
1,2,201,2455
1,2,202,2135
1,2,203,2456
1,2,204,2377
1,2,205,2493
1,2,206,2453
1,2,207,1710
1,2,208,1827
1,2,209,2007
1,2,210,2480
1,2,211,1932
1,2,212,1815
1,2,213,2424
1,2,214,2055
1,2,215,2443
1,2,216,1815
1,2,217,2235
1,2,218,2050
1,2,219,1744
1,2,220,2265
1,2,221,1888
1,2,222,1713
1,2,223,1730
1,2,224,1731
1,2,225,2442
1,2,226,2302
1,2,227,2434
1,2,228,2245
1,2,229,2124
1,2,230,1936
1,2,231,2518
1,2,232,1984
1,2,233,2075
1,2,234,1998
1,2,235,2503
1,2,236,1827
1,2,237,1956
1,2,238,2251
1,2,239,1733
1,2,240,2190
1,2,241,2081
1,2,242,1919
1,2,243,1880
1,2,244,2112
1,2,245,1989
1,2,246,2063
1,2,247,1963
1,2,248,2495
1,2,249,1792
1,2,250,1761
1,2,251,1968
1,2,252,2176
1,2,253,2234
1,2,254,2014
1,2,255,2519
1,2,256,1976
1,2,257,2286
1,2,258,2216
1,2,259,2363
1,2,260,2500
1,2,261,2427
1,2,262,2322
1,2,263,2267
1,2,264,1962
1,2,265,1804
1,2,266,1733
1,2,267,1883
1,2,268,2043
1,2,269,2118
1,2,270,2329
1,2,271,2485
1,2,272,1779
1,2,273,1770
1,2,274,2175
1,2,275,2306
1,2,276,2392
1,2,277,2466
1,2,278,2506
1,2,279,2016
1,2,280,1999
1,2,281,1804
1,2,282,2255
1,2,283,2232
1,2,284,2404
1,2,285,1762
1,2,286,2098
1,2,287,2168
1,2,288,1883
1,2,289,1822
1,2,290,2402
1,2,291,1729
1,2,292,2075
1,2,293,1777
1,2,294,2064
1,2,295,2503
1,2,296,2036
1,2,297,2400
1,2,298,1779
1,2,299,1908
1,2,300,2019
1,2,301,2016
1,2,302,2244
1,2,303,1970
1,2,304,2280
1,2,305,2217
1,2,306,2015
1,2,307,2043
1,2,308,2196
1,2,309,1739
1,2,310,2371
1,2,311,2229
1,2,312,2290
1,2,313,2131
1,2,314,1773
1,2,315,2020
1,2,316,2021
1,2,317,1950
1,2,318,1705
1,2,319,2299
1,2,320,1772
1,2,321,2189
1,2,322,2271
1,2,323,2213
1,2,324,2486
1,2,325,1767
1,2,326,2408
1,2,327,1705
1,2,328,2129
1,2,329,2020
1,2,330,2120
1,2,331,1987
1,2,332,1840
1,2,333,1696
1,2,334,2115
1,2,335,2388
1,2,336,1994
1,2,337,1867
1,2,338,1748
1,2,339,1752
1,2,340,1866
1,2,341,1764
1,2,342,1903
1,2,343,1736
1,2,344,1735
1,2,345,2399
1,2,346,1816
1,2,347,2150
1,2,348,2330
1,2,349,2063
1,2,350,1809
1,2,351,1848
1,2,352,2044
1,2,353,2124
1,2,354,1974
1,2,355,2336
1,2,356,2311
1,2,357,2459
1,2,358,1704
1,2,359,2432
1,2,360,2010
1,2,361,2418
1,2,362,2260
1,2,363,2509
1,2,364,2318
1,2,365,1986
1,3,1,2501
1,3,2,2376
1,3,3,2365
1,3,4,2261
1,3,5,2496
1,3,6,2682
1,3,7,2277
1,3,8,2524
1,3,9,2117
1,3,10,2160
1,3,11,2047
1,3,12,2971
1,3,13,2004
1,3,14,2179
1,3,15,2613
1,3,16,2081
1,3,17,2882
1,3,18,2720
1,3,19,2966
1,3,20,2508
1,3,21,2300
1,3,22,2550
1,3,23,2931
1,3,24,2521
1,3,25,2267
1,3,26,2877
1,3,27,2372
1,3,28,2001
1,3,29,2248
1,3,30,2318
1,3,31,2859
1,3,32,2459
1,3,33,2445
1,3,34,2336
1,3,35,2881
1,3,36,2945
1,3,37,2992
1,3,38,2377
1,3,39,2966
1,3,40,2792
1,3,41,2676
1,3,42,2245
1,3,43,2216
1,3,44,2166
1,3,45,2923
1,3,46,2294
1,3,47,2453
1,3,48,2494
1,3,49,2778
1,3,50,2844
1,3,51,2139
1,3,52,2427
1,3,53,2843
1,3,54,2818
1,3,55,2102
1,3,56,2156
1,3,57,2304
1,3,58,2075
1,3,59,2425
1,3,60,2108
1,3,61,2568
1,3,62,2247
1,3,63,2596
1,3,64,2118
1,3,65,2976
1,3,66,2933
1,3,67,2392
1,3,68,2242
1,3,69,2250
1,3,70,2483
1,3,71,2040
1,3,72,2640
1,3,73,2408
1,3,74,2377
1,3,75,2809
1,3,76,2709
1,3,77,2954
1,3,78,2352
1,3,79,2898
1,3,80,2770
1,3,81,2357
1,3,82,2622
1,3,83,2289
1,3,84,2874
1,3,85,2112
1,3,86,2212
1,3,87,2183
1,3,88,2403
1,3,89,2745
1,3,90,2527
1,3,91,2488
1,3,92,2001
1,3,93,2425
1,3,94,2064
1,3,95,2208
1,3,96,2932
1,3,97,2215
1,3,98,2858
1,3,99,2803
1,3,100,2159
1,3,101,2606
1,3,102,2116
1,3,103,2728
1,3,104,2637
1,3,105,2812
1,3,106,2479
1,3,107,2915
1,3,108,2049
1,3,109,2293
1,3,110,2715
1,3,111,2418
1,3,112,2173
1,3,113,2107
1,3,114,2817
1,3,115,2473
1,3,116,2882
1,3,117,2733
1,3,118,2410
1,3,119,2374
1,3,120,2516
1,3,121,2889
1,3,122,2737
1,3,123,2005
1,3,124,2694
1,3,125,2920
1,3,126,2710
1,3,127,2177
1,3,128,2484
1,3,129,2140
1,3,130,2359
1,3,131,2937
1,3,132,2923
1,3,133,2283
1,3,134,2340
1,3,135,2600
1,3,136,2963
1,3,137,2148
1,3,138,2257
1,3,139,2874
1,3,140,2492
1,3,141,2899
1,3,142,2186
1,3,143,2533
1,3,144,2326
1,3,145,2317
1,3,146,2447
1,3,147,2433
1,3,148,2357
1,3,149,2915
1,3,150,2732
1,3,151,2728
1,3,152,2290
1,3,153,2578
1,3,154,2779
1,3,155,2796
1,3,156,2345
1,3,157,2771
1,3,158,2736
1,3,159,2142
1,3,160,2866
1,3,161,2441
1,3,162,2486
1,3,163,2448
1,3,164,2568
1,3,165,2621
1,3,166,2498
1,3,167,2867
1,3,168,2628
1,3,169,2401
1,3,170,2417
1,3,171,2811
1,3,172,2348
1,3,173,2211
1,3,174,2059
1,3,175,2876
1,3,176,2919
1,3,177,2120
1,3,178,2334
1,3,179,2175
1,3,180,2116
1,3,181,2900
1,3,182,2057
1,3,183,2980
1,3,184,2096
1,3,185,2863
1,3,186,2567
1,3,187,2368
1,3,188,2342
1,3,189,2757
1,3,190,2315
1,3,191,2657
1,3,192,2517
1,3,193,2485
1,3,194,2901
1,3,195,2555
1,3,196,2827
1,3,197,2726
1,3,198,2039
1,3,199,2773
1,3,200,2217
1,3,201,2903
1,3,202,2043
1,3,203,2333
1,3,204,2100
1,3,205,2476
1,3,206,2820
1,3,207,2298
1,3,208,2151
1,3,209,2330
1,3,210,2814
1,3,211,2140
1,3,212,2227
1,3,213,2069
1,3,214,2706
1,3,215,2395
1,3,216,2311
1,3,217,2719
1,3,218,2336
1,3,219,2728
1,3,220,2815
1,3,221,2218
1,3,222,2974
1,3,223,2162
1,3,224,2291
1,3,225,2180
1,3,226,2346
1,3,227,2480
1,3,228,2522
1,3,229,2854
1,3,230,2889
1,3,231,2220
1,3,232,2623
1,3,233,2111
1,3,234,2459
1,3,235,2322
1,3,236,2317
1,3,237,2483
1,3,238,2730
1,3,239,2069
1,3,240,2879
1,3,241,2735
1,3,242,2176
1,3,243,2939
1,3,244,2506
1,3,245,3000
1,3,246,2197
1,3,247,2535
1,3,248,2290
1,3,249,2304
1,3,250,2591
1,3,251,2922
1,3,252,2805
1,3,253,2724
1,3,254,2559
1,3,255,2922
1,3,256,2492
1,3,257,2874
1,3,258,2834
1,3,259,2214
1,3,260,2771
1,3,261,2012
1,3,262,2323
1,3,263,2230
1,3,264,2507
1,3,265,2737
1,3,266,2098
1,3,267,2515
1,3,268,2938
1,3,269,2229
1,3,270,2677
1,3,271,2593
1,3,272,2010
1,3,273,2476
1,3,274,2709
1,3,275,2044
1,3,276,2880
1,3,277,2520
1,3,278,2031
1,3,279,2224
1,3,280,2954
1,3,281,2582
1,3,282,2107
1,3,283,2288
1,3,284,2457
1,3,285,2021
1,3,286,2412
1,3,287,2489
1,3,288,2244
1,3,289,2589
1,3,290,2753
1,3,291,2236
1,3,292,2620
1,3,293,2640
1,3,294,2949
1,3,295,2778
1,3,296,2848
1,3,297,2490
1,3,298,2185
1,3,299,2996
1,3,300,2129
1,3,301,2471
1,3,302,2068
1,3,303,2944
1,3,304,2965
1,3,305,2719
1,3,306,2350
1,3,307,2254
1,3,308,2265
1,3,309,2127
1,3,310,2526
1,3,311,2142
1,3,312,2317
1,3,313,2627
1,3,314,2728
1,3,315,2024
1,3,316,2430
1,3,317,2652
1,3,318,2853
1,3,319,2475
1,3,320,2969
1,3,321,2266
1,3,322,2014
1,3,323,2484
1,3,324,2256
1,3,325,2824
1,3,326,2233
1,3,327,2311
1,3,328,2791
1,3,329,2715
1,3,330,2558
1,3,331,2705
1,3,332,2419
1,3,333,2005
1,3,334,2011
1,3,335,2511
1,3,336,2083
1,3,337,2051
1,3,338,2966
1,3,339,2859
1,3,340,2152
1,3,341,2001
1,3,342,2942
1,3,343,2278
1,3,344,2186
1,3,345,2692
1,3,346,2109
1,3,347,2265
1,3,348,2975
1,3,349,2639
1,3,350,2521
1,3,351,2398
1,3,352,2775
1,3,353,2141
1,3,354,2967
1,3,355,2861
1,3,356,2618
1,3,357,2043
1,3,358,2701
1,3,359,2913
1,3,360,2525
1,3,361,2354
1,3,362,2120
1,3,363,2755
1,3,364,2885
1,3,365,2100
1,4,1,1214
1,4,2,888
1,4,3,1306
1,4,4,1151
1,4,5,1123
1,4,6,1010
1,4,7,1289
1,4,8,997
1,4,9,1244
1,4,10,1313
1,4,11,1225
1,4,12,1108
1,4,13,909
1,4,14,1088
1,4,15,1073
1,4,16,969
1,4,17,1066
1,4,18,1037
1,4,19,952
1,4,20,1074
1,4,21,996
1,4,22,1110
1,4,23,895
1,4,24,1279
1,4,25,1239
1,4,26,1123
1,4,27,1255
1,4,28,1303
1,4,29,929
1,4,30,1158
1,4,31,1319
1,4,32,1315
1,4,33,1145
1,4,34,936
1,4,35,1137
1,4,36,881
1,4,37,968
1,4,38,1301
1,4,39,1025
1,4,40,1161
1,4,41,1004
1,4,42,1297
1,4,43,1201
1,4,44,1025
1,4,45,1228
1,4,46,928
1,4,47,1053
1,4,48,977
1,4,49,1181
1,4,50,925
1,4,51,1055
1,4,52,1002
1,4,53,1103
1,4,54,1034
1,4,55,1191
1,4,56,891
1,4,57,1159
1,4,58,981
1,4,59,998
1,4,60,1232
1,4,61,1300
1,4,62,1019
1,4,63,1244
1,4,64,926
1,4,65,1159
1,4,66,1210
1,4,67,949
1,4,68,1067
1,4,69,1273
1,4,70,926
1,4,71,888
1,4,72,1140
1,4,73,1072
1,4,74,1231
1,4,75,1286
1,4,76,1012
1,4,77,1051
1,4,78,1094
1,4,79,1139
1,4,80,1313
1,4,81,1187
1,4,82,1051
1,4,83,996
1,4,84,1296
1,4,85,940
1,4,86,1197
1,4,87,1287
1,4,88,1172
1,4,89,1066
1,4,90,968
1,4,91,1042
1,4,92,1191
1,4,93,1166
1,4,94,1288
1,4,95,1261
1,4,96,1239
1,4,97,1281
1,4,98,1002
1,4,99,1043
1,4,100,1047
1,4,101,1127
1,4,102,1174
1,4,103,1006
1,4,104,889
1,4,105,1056
1,4,106,1016
1,4,107,1295
1,4,108,1271
1,4,109,1259
1,4,110,1167
1,4,111,1031
1,4,112,1121
1,4,113,1239
1,4,114,923
1,4,115,1232
1,4,116,898
1,4,117,1239
1,4,118,1235
1,4,119,902
1,4,120,1156
1,4,121,1101
1,4,122,955
1,4,123,945
1,4,124,1220
1,4,125,1130
1,4,126,1313
1,4,127,1312
1,4,128,1317
1,4,129,932
1,4,130,1293
1,4,131,988
1,4,132,1082
1,4,133,1213
1,4,134,970
1,4,135,1129
1,4,136,962
1,4,137,926
1,4,138,931
1,4,139,1037
1,4,140,882
1,4,141,1067
1,4,142,1172
1,4,143,1057
1,4,144,918
1,4,145,908
1,4,146,1002
1,4,147,954
1,4,148,1305
1,4,149,947
1,4,150,1234
1,4,151,1138
1,4,152,1130
1,4,153,1105
1,4,154,1308
1,4,155,1040
1,4,156,1227
1,4,157,1124
1,4,158,1054
1,4,159,1300
1,4,160,1143
1,4,161,932
1,4,162,1064
1,4,163,1224
1,4,164,1185
1,4,165,1283
1,4,166,994
1,4,167,1214
1,4,168,1082
1,4,169,1132
1,4,170,1300
1,4,171,1311
1,4,172,1259
1,4,173,1038
1,4,174,1271
1,4,175,1161
1,4,176,1069
1,4,177,896
1,4,178,1219
1,4,179,1101
1,4,180,1226
1,4,181,1209
1,4,182,1229
1,4,183,1012
1,4,184,1232
1,4,185,1121
1,4,186,1088
1,4,187,1177
1,4,188,889
1,4,189,925
1,4,190,1009
1,4,191,1313
1,4,192,941
1,4,193,1025
1,4,194,902
1,4,195,1026
1,4,196,1021
1,4,197,1297
1,4,198,1252
1,4,199,1048
1,4,200,891
1,4,201,1246
1,4,202,1171
1,4,203,947
1,4,204,1318
1,4,205,924
1,4,206,1262
1,4,207,1009
1,4,208,1072
1,4,209,1230
1,4,210,1178
1,4,211,1293
1,4,212,1153
1,4,213,923
1,4,214,1269
1,4,215,1218
1,4,216,1193
1,4,217,904
1,4,218,1054
1,4,219,954
1,4,220,1242
1,4,221,1188
1,4,222,1269
1,4,223,1305
1,4,224,1221
1,4,225,1317
1,4,226,1150
1,4,227,896
1,4,228,886
1,4,229,1031
1,4,230,1242
1,4,231,1261
1,4,232,1303
1,4,233,909
1,4,234,900
1,4,235,1282
1,4,236,1014
1,4,237,1126
1,4,238,1312
1,4,239,1056
1,4,240,1173
1,4,241,1056
1,4,242,1218
1,4,243,1112
1,4,244,985
1,4,245,999
1,4,246,994
1,4,247,1114
1,4,248,1189
1,4,249,1298
1,4,250,1185
1,4,251,1224
1,4,252,954
1,4,253,1045
1,4,254,1062
1,4,255,1182
1,4,256,1010
1,4,257,1013
1,4,258,1037
1,4,259,1237
1,4,260,1134
1,4,261,913
1,4,262,914
1,4,263,1043
1,4,264,1217
1,4,265,1183
1,4,266,1192
1,4,267,1218
1,4,268,1006
1,4,269,1121
1,4,270,1119
1,4,271,1205
1,4,272,1301
1,4,273,1002
1,4,274,1229
1,4,275,1170
1,4,276,1135
1,4,277,1221
1,4,278,1295
1,4,279,896
1,4,280,945
1,4,281,1213
1,4,282,917
1,4,283,1107
1,4,284,977
1,4,285,1001
1,4,286,1189
1,4,287,893
1,4,288,1264
1,4,289,1076
1,4,290,1101
1,4,291,1118
1,4,292,1164
1,4,293,1032
1,4,294,924
1,4,295,1020
1,4,296,954
1,4,297,1125
1,4,298,1020
1,4,299,1302
1,4,300,1305
1,4,301,1153
1,4,302,1152
1,4,303,1314
1,4,304,1270
1,4,305,1217
1,4,306,1018
1,4,307,1041
1,4,308,969
1,4,309,1094
1,4,310,1316
1,4,311,1281
1,4,312,932
1,4,313,891
1,4,314,1275
1,4,315,1116
1,4,316,968
1,4,317,1176
1,4,318,1163
1,4,319,934
1,4,320,994
1,4,321,906
1,4,322,972
1,4,323,938
1,4,324,965
1,4,325,1182
1,4,326,902
1,4,327,925
1,4,328,939
1,4,329,1019
1,4,330,1011
1,4,331,992
1,4,332,1210
1,4,333,1319
1,4,334,1115
1,4,335,1295
1,4,336,1055
1,4,337,927
1,4,338,1060
1,4,339,1010
1,4,340,1097
1,4,341,1169
1,4,342,1083
1,4,343,1291
1,4,344,1269
1,4,345,1189
1,4,346,1095
1,4,347,938
1,4,348,1055
1,4,349,1190
1,4,350,1005
1,4,351,926
1,4,352,1279
1,4,353,1192
1,4,354,1151
1,4,355,1229
1,4,356,1248
1,4,357,1093
1,4,358,1268
1,4,359,1283
1,4,360,999
1,4,361,1147
1,4,362,1112
1,4,363,1117
1,4,364,1293
1,4,365,1014
1,5,1,1790
1,5,2,1741
1,5,3,1475
1,5,4,1690
1,5,5,1661
1,5,6,1607
1,5,7,1392
1,5,8,1318
1,5,9,1603
1,5,10,1706
1,5,11,1210
1,5,12,1586
1,5,13,1466
1,5,14,1739
1,5,15,1393
1,5,16,1485
1,5,17,1509
1,5,18,1284
1,5,19,1628
1,5,20,1698
1,5,21,1235
1,5,22,1375
1,5,23,1223
1,5,24,1774
1,5,25,1600
1,5,26,1779
1,5,27,1519
1,5,28,1681
1,5,29,1425
1,5,30,1412
1,5,31,1427
1,5,32,1595
1,5,33,1416
1,5,34,1740
1,5,35,1790
1,5,36,1218
1,5,37,1316
1,5,38,1267
1,5,39,1225
1,5,40,1337
1,5,41,1468
1,5,42,1702
1,5,43,1333
1,5,44,1496
1,5,45,1758
1,5,46,1600
1,5,47,1679
1,5,48,1531
1,5,49,1788
1,5,50,1553
1,5,51,1227
1,5,52,1319
1,5,53,1443
1,5,54,1561
1,5,55,1663
1,5,56,1448
1,5,57,1626
1,5,58,1674
1,5,59,1390
1,5,60,1788
1,5,61,1590
1,5,62,1729
1,5,63,1534
1,5,64,1645
1,5,65,1662
1,5,66,1745
1,5,67,1290
1,5,68,1535
1,5,69,1457
1,5,70,1754
1,5,71,1263
1,5,72,1790
1,5,73,1725
1,5,74,1244
1,5,75,1495
1,5,76,1631
1,5,77,1643
1,5,78,1744
1,5,79,1680
1,5,80,1387
1,5,81,1499
1,5,82,1621
1,5,83,1283
1,5,84,1316
1,5,85,1489
1,5,86,1379
1,5,87,1718
1,5,88,1552
1,5,89,1409
1,5,90,1709
1,5,91,1683
1,5,92,1799
1,5,93,1708
1,5,94,1449
1,5,95,1276
1,5,96,1704
1,5,97,1236
1,5,98,1410
1,5,99,1752
1,5,100,1776
1,5,101,1584
